,L/C Price,Sub Type,St#,St Name,City,Br/Ba,YrBuilt,Age,house_price,City Name,Address,Lat,Lng
2754,"$431,000 ",CONDO/A,23412,Pacific Park DR   #18C,AV,"2/2,0,0,0",1990/EST,28,"431,000 ",Aliso Viejo ,23412 Pacific Park DR   #18C Aliso Viejo ,33.570271,-117.7215075
2755,"$770,000 ",SFR/D,11,Birch DR  ,AV,"3/2,0,1,0",1995/EST,23,"770,000 ",Aliso Viejo ,11 Birch DR   Aliso Viejo ,33.5671148,-117.7333743
2756,"$835,000 ",CONDO/D,31,Seven Kings PL  ,AV,"3/2,0,1,0",1999/ASR,19,"835,000 ",Aliso Viejo ,31 Seven Kings PL   Aliso Viejo ,33.562088,-117.731183
2757,"$1,415,000 ",SFR/D,35,Fawnridge PL  ,AV,"5/3,0,0,0",2000/ASR,18,"1,415,000 ",Aliso Viejo ,35 Fawnridge PL   Aliso Viejo ,33.5743746,-117.740132
2758,"$422,500 ",SFR/D,22320,Barbacoa DR  ,SAU,"4/2,0,1,0",1966/ASR,52,"422,500 ",Saugus ,22320 Barbacoa DR   Saugus ,34.4378313,-118.5284291
2759,"$373,334 ",SFR/D,1057 S,Herbert AVE  ,LA,"3/1,0,0,0",1930/EST,88,"373,334 ",Los Angeles (City) ,1057 S Herbert AVE   Los Angeles (City) ,34.0210242,-118.1839189
2760,"$910,000 ",CONDO,435 N,PALM DR   #301,BEVH,"2/2,0,0,0",1964,54,"910,000 ",Beverly Hills ,435 N PALM DR   #301 Beverly Hills ,34.0780846,-118.3926239
2761,"$800,000 ",CONDO,10982,ROEBLING AVE   #533,LA,"2/2,0,0,0",1973,45,"800,000 ",Los Angeles (City) ,10982 ROEBLING AVE   #533 Los Angeles (City) ,34.0645464,-118.4491702
2762,"$870,000 ",CONDO,1880,VETERAN AVE   #105,LA,"2/2,0,0,0",1980,38,"870,000 ",Los Angeles (City) ,1880 VETERAN AVE   #105 Los Angeles (City) ,34.0472517,-118.4382915
2763,"$973,000 ",CONDO,10820,HOLMAN AVE   #105,LA,"2/2,0,0,0",1982,36,"973,000 ",Los Angeles (City) ,10820 HOLMAN AVE   #105 Los Angeles (City) ,34.0533865,-118.4379531
2764,"$1,450,000 ",CONDO,2186,CENTURY   ,LA,"2/3,0,0,0",1980,38,"1,450,000 ",Los Angeles (City) ,2186 CENTURY    Los Angeles (City) ,34.0546174,-118.40949
2765,"$1,700,000 ",CONDO,2274,CENTURY   ,LA,"3/5,0,0,0",1980,38,"1,700,000 ",Los Angeles (City) ,2274 CENTURY    Los Angeles (City) ,34.05493200000001,-118.409965
2766,"$749,500 ",SFR/D,2218,Canyon DR  ,CM,"4/2,0,0,0",1956/ASR,62,"749,500 ",Costa Mesa ,2218 Canyon DR   Costa Mesa ,33.6547886,-117.9418107
2767,"$470,000 ",CONDO/A,290,Victoria ST   #D2,CM,"2/2,0,1,0",1983/ASR,35,"470,000 ",Costa Mesa ,290 Victoria ST   #D2 Costa Mesa ,33.6532228,-117.9115964
2768,"$1,299,000 ",SFR/D,353 E,18th ST   #B,CM,"4/2,1,1,0",2018/BLD,0,"1,299,000 ",Costa Mesa ,353 E 18th ST   #B Costa Mesa ,33.6344649,-117.9110318
2769,"$1,365,000 ",SFR/D,459,Cambridge CIR  ,CM,"3/2,0,0,0",1958/ASR,60,"1,365,000 ",Costa Mesa ,459 Cambridge CIR   Costa Mesa ,33.6282873,-117.911009
2770,"$1,369,000 ",SFR/D,284,Sherwood ST  ,CM,"4/2,0,0,0",1962/ASR,56,"1,369,000 ",Costa Mesa ,284 Sherwood ST   Costa Mesa ,33.6440941,-117.9053332
2771,"$949,888 ",TWNHS,914 N,KINGS RD   #3,WHO,"2/3,0,0,0",1981,37,"949,888 ",West Hollywood ,914 N KINGS RD   #3 West Hollywood ,34.0874882,-118.3713952
2772,"$770,000 ",CONDO/A,9737,Charnock AVE   #10,LA,"2/2,0,0,0",1984/ASR,34,"770,000 ",Los Angeles (City) ,9737 Charnock AVE   #10 Los Angeles (City) ,34.0270003,-118.4006717
2773,"$930,000 ",SFR/D,3561,TILDEN AVE  ,LA,"2/1,0,0,0",1941,77,"930,000 ",Los Angeles (City) ,3561 TILDEN AVE   Los Angeles (City) ,34.0187537,-118.4190257
2774,"$2,310,000 ",SFR/D,749,NAVY ST  ,SM,"2/2,0,0,0",1923,95,"2,310,000 ",,749 NAVY ST   ,34.0027089,-118.472037
2775,"$4,250,000 ",SFR/D,512,11TH ST  ,SM,"5/2,2,0,0",,2018,"4,250,000 ",,512 11TH ST   ,34.0324268,-118.5014173
2776,"$952,000 ",SFR/D,3420,Hillcrest DR  ,LA,"3/1,2,0,0",1929/ASR,89,"952,000 ",Los Angeles (City) ,3420 Hillcrest DR   Los Angeles (City) ,34.0249008,-118.3426177
2777,"$1,145,000 ",SFR/D,1539 S,STANLEY AVE  ,LA,"2/1,0,0,0",1925,93,"1,145,000 ",Los Angeles (City) ,1539 S STANLEY AVE   Los Angeles (City) ,34.0477706,-118.362471
2778,"$1,635,000 ",SFR/D,128 N,LAUREL AVE  ,LA,"3/1,1,0,0",1925,93,"1,635,000 ",Los Angeles (City) ,128 N LAUREL AVE   Los Angeles (City) ,34.0752229,-118.3644797
2779,"$2,185,000 ",SFR/D,4220,MCCONNELL BLVD  ,CULV,"5/4,0,1,0",2018,0,"2,185,000 ",Culver City ,4220 MCCONNELL BLVD   Culver City ,33.9935116,-118.4325796
2780,"$500,000 ",CONDO,8707,FALMOUTH AVE   #217,PDLR,"1/1,0,0,0",1982,36,"500,000 ",Playa Del Rey ,8707 FALMOUTH AVE   #217 Playa Del Rey ,33.9544342,-118.4353798
2781,"$569,000 ",CONDO,8512,TUSCANY AVE   #218,PDLR,"1/1,0,1,0",1986,32,"569,000 ",Playa Del Rey ,8512 TUSCANY AVE   #218 Playa Del Rey ,33.9576039,-118.4386659
2782,"$450,000 ",SFR/D,902 W,47TH ST  ,LA,"2/1,0,0,0",1908,110,"450,000 ",Los Angeles (City) ,902 W 47TH ST   Los Angeles (City) ,34.0003664,-118.2891589
2783,"$471,000 ",SFR/D,2015 W,84TH PL  ,LA,"3/1,1,0,0",1927,91,"471,000 ",Los Angeles (City) ,2015 W 84TH PL   Los Angeles (City) ,33.9620379,-118.3139803
2784,"$400,000 ",SFR/D,918 E,118TH DR  ,LA,"2/1,1,0,0",1946,72,"400,000 ",Los Angeles (City) ,918 E 118TH DR   Los Angeles (City) ,33.9250718,-118.2578472
2785,"$460,000 ",CONDO,215 W,7TH ST   #503,LA,"1/1,0,0,0",1911,107,"460,000 ",Los Angeles (City) ,215 W 7TH ST   #503 Los Angeles (City) ,34.0449579,-118.2528067
2786,"$520,000 ",SFR/D,29242,Abelia RD  ,CANC,"3/2,0,0,0",1969/ASR,49,"520,000 ",Canyon Country ,29242 Abelia RD   Canyon Country ,34.438337,-118.3933753
2787,"$585,000 ",SFR/D,28246,Robin Crest CT  ,CANC,"4/3,0,0,0",1980/ASR,38,"585,000 ",Canyon Country ,28246 Robin Crest CT   Canyon Country ,34.4248987,-118.435272
2788,"$465,000 ",SFR/D,139,5th Street   ,CHU,"2/1,0,0,0",1942,76,"465,000 ",Chula Vista ,139 5th Street    Chula Vista ,32.644634,-117.089926
2789,"$475,000 ",SFR/D,3773,Cameo Lane   ,SD,"3/2,0,0,0",1964,54,"475,000 ",San Diego (City) ,3773 Cameo Lane    San Diego (City) ,32.8100992,-117.1825143
2790,"$295,000 ",CONDO/A,7120,Carlson CIR   #278,CNGA,"1/1,0,0,0",1977/ASR,41,"295,000 ",,7120 Carlson CIR   #278 ,34.1996015,-118.6135536
2791,"$5,475,000 ",SFR/D,12,Cliffhouse  Bluff ,NC,"4/2,1,1,0",2004/ASR,14,"5,475,000 ",Newport Coast ,12 Cliffhouse  Bluff  Newport Coast ,33.572936,-117.829677
2792,"$295,000 ",SFR/D,5533,GRAND AVE  ,YCCV,"3/1,1,1,0",2003/ASR,15,"295,000 ",Yucca Valley ,5533 GRAND AVE   Yucca Valley ,34.153005,-116.427602
2793,"$680,000 ",SFR/D,17731,BURBANK BLVD  ,ENC,"2/1,0,0,0",1949,69,"680,000 ",Encino ,17731 BURBANK BLVD   Encino ,34.1724651,-118.5197634
2794,"$1,299,000 ",SFR/D,773,Hymettus AVE  ,ENCS,"3/2,0,0,0",1966/ASR,52,"1,299,000 ",Encinitas ,773 Hymettus AVE   Encinitas ,33.0628705,-117.2953124
2795,"$420,000 ",CONDO/A,16255,Devonshire ST   #56,GH,"3/2,0,0,0",1979/ASR,39,"420,000 ",Granada Hills ,16255 Devonshire ST   #56 Granada Hills ,34.2582215,-118.4864733
2796,"$223,500 ",SFR/D,26755,Lakeview DR  ,HNDL,"3/2,0,0,0",1991/OTH,27,"223,500 ",,26755 Lakeview DR   ,34.739177,-117.3526959
2797,"$350,000 ",SFR/D,15463,Dakota CT  ,HSP,"4/3,0,0,0",2006/ASR,12,"350,000 ",Hesperia ,15463 Dakota CT   Hesperia ,34.3766922,-117.3258842
2798,"$175,000 ",SFR/D,1417 W,Jenner ST  ,LNCR,"3/2,0,0,0",1954/ASR,64,"175,000 ",Lancaster ,1417 W Jenner ST   Lancaster ,34.7005378,-118.1560162
2799,"$296,000 ",SFR/D,43803,Rembrandt ST  ,LNCR,"4/2,0,0,0",1981/ASR,37,"296,000 ",Lancaster ,43803 Rembrandt ST   Lancaster ,34.6784596,-118.1077644
2800,"$595,000 ",CONDO/A,3131,Via Alicante    #206,LAJ,"2/2,0,0,0",2000,18,"595,000 ",La Jolla ,3131 Via Alicante    #206 La Jolla ,32.8605743,-117.2347802
2801,"$520,000 ",TWNHS/A,6,Platinum CIR  ,LD,"2/2,0,1,0",2004/EST,14,"520,000 ",,6 Platinum CIR   ,33.5399026,-117.6452613
2802,"$799,000 ",SFR/A,6,Roycroft CT  ,LD,"4/2,0,1,0",2003/ASR,15,"799,000 ",,6 Roycroft CT   ,33.5561551,-117.6401152
2803,"$450,000 ",CONDO/A,17450,Vanowen ST   #1,LKBL,"3/3,0,0,0",1979/ASR,39,"450,000 ",,17450 Vanowen ST   #1 ,34.193349,-118.513444
2804,"$530,000 ",SFR/D,17014,HARTLAND ST  ,LKBL,"2/1,0,0,0",1949/ASR,69,"530,000 ",,17014 HARTLAND ST   ,34.1946852,-118.5039474
2805,"$572,000 ",SFR/D,7359,RUBIO AVE  ,LKBL,"2/1,0,0,0",1951,67,"572,000 ",,7359 RUBIO AVE   ,34.2046459,-118.49599
2806,"$310,000 ",CONDO/A,20702,El Toro RD   #383,LF,"1/1,0,0,0",1983/PUB,35,"310,000 ",Lake Forest ,20702 El Toro RD   #383 Lake Forest ,33.6608964,-117.6454446
2807,"$435,000 ",CONDO/A,28831,El Adolfo   ,LN,"2/1,1,0,0",1996/ASR,22,"435,000 ",Laguna Niguel ,28831 El Adolfo    Laguna Niguel ,33.5443559,-117.7013853
2808,"$870,000 ",SFR/D,29822,Andrea WAY  ,LN,"4/2,0,0,0",1977/ASR,41,"870,000 ",Laguna Niguel ,29822 Andrea WAY   Laguna Niguel ,33.5291549,-117.7141776
2809,"$260,000 ",SFR/D,7247 E,Avenue U3   ,LTLR,"3/2,0,0,0",1955/ASR,63,"260,000 ",Little Rock ,7247 E Avenue U3    Little Rock ,34.5253649,-117.9998984
2810,"$445,000 ",SFR/D,11853,Excelsior DR  ,NWK,"2/1,0,0,0",1948/ASR,70,"445,000 ",Norwalk ,11853 Excelsior DR   Norwalk ,33.89517430000001,-118.0806498
2811,"$480,000 ",CONDO/A,15911,Alta Vista DR   #705B,LAM,"2/2,0,0,0",1984/ASR,34,"480,000 ",La Mirada ,15911 Alta Vista DR   #705B La Mirada ,33.909144,-117.989828
2812,"$560,000 ",SFR/D,14408,Manecita DR  ,LAM,"3/2,0,0,0",1955/ASR,63,"560,000 ",La Mirada ,14408 Manecita DR   La Mirada ,33.9015243,-117.9978499
2813,"$785,000 ",SFR/D,15511,Grovehill LN  ,LAM,"4/3,0,0,0",1973/ASR,45,"785,000 ",La Mirada ,15511 Grovehill LN   La Mirada ,33.9172357,-118.0120086
2814,"$474,000 ",CONDO/A,30,Corniche DR   #I,DP,"1/1,0,0,0",1989/ASR,29,"474,000 ",Dana Point ,30 Corniche DR   #I Dana Point ,33.487172,-117.7136065
2815,"$680,000 ",CONDO/A,34112,Selva RD   #333,DP,"2/2,0,0,0",1983/ASR,35,"680,000 ",Dana Point ,34112 Selva RD   #333 Dana Point ,33.4672142,-117.7120637
2816,"$750,000 ",SFR/D,23862,Coronel DR  ,MV,"3/2,0,0,0",1971/ASR,47,"750,000 ",Mission Viejo ,23862 Coronel DR   Mission Viejo ,33.6164168,-117.6698623
2817,"$602,000 ",SFR/D,11172,Orion AVE  ,MH,"5/3,0,0,0",1955/ASR,63,"602,000 ",Mission Hills San Fernando ,11172 Orion AVE   Mission Hills San Fernando ,34.273102,-118.4697216
2818,"$500,000 ",SFR/D,7945,Dancy Rd   ,SD,"3/2,0,0,0",1979,39,"500,000 ",San Diego (City) ,7945 Dancy Rd    San Diego (City) ,32.91050250000001,-117.1534283
2819,"$715,000 ",SFR/D,3831,Claire CT  ,NPK,"4/2,0,1,0",1999/ASR,19,"715,000 ",Newbury Park ,3831 Claire CT   Newbury Park ,34.1722666,-118.957054
2820,"$228,000 ",CONDO/A,25003,Peachland AVE   #115,NEWH,"1/1,0,0,0",1979/ASR,39,"228,000 ",Newhall ,25003 Peachland AVE   #115 Newhall ,34.377174,-118.5486126
2821,"$460,000 ",CONDO/A,26328,Long Oak DR  ,NEWH,"2/2,0,0,0",1970/ASR,48,"460,000 ",Newhall ,26328 Long Oak DR   Newhall ,34.4021985,-118.4819483
2822,"$630,000 ",CONDO,4805,BELLFLOWER AVE   #306,NHLW,"2/2,0,0,0",2007,11,"630,000 ",North Hollywood ,4805 BELLFLOWER AVE   #306 North Hollywood ,34.1580501,-118.3748291
2823,"$970,000 ",SFR/D,13092,Cabaret CT  ,NTUS,"5/3,0,0,0",1977/EST,41,"970,000 ",North Tustin ,13092 Cabaret CT   North Tustin ,33.7721845,-117.8072608
2824,"$2,750,000 ",SFR/D,1954,Port Ramsgate PL  ,NB,"5/3,0,1,0",1991/EST,27,"2,750,000 ",Newport Beach ,1954 Port Ramsgate PL   Newport Beach ,33.6235183,-117.8541746
2825,"$3,795,000 ",SFR/D,2012,Port Provence PL  ,NB,"5/4,0,1,0",2018/BLD,0,"3,795,000 ",Newport Beach ,2012 Port Provence PL   Newport Beach ,33.6240529,-117.8522287
2826,"$312,000 ",CONDO/A,258,Streamwood   ,IR,"1/1,0,0,0",1977/ASR,41,"312,000 ",Irvine ,258 Streamwood    Irvine ,33.71347410000001,-117.7589968
2827,"$742,000 ",CONDO/A,143,Islington   ,IR,"3/3,0,0,0",1998/EST,20,"742,000 ",Irvine ,143 Islington    Irvine ,33.7287638,-117.7603771
2828,"$375,000 ",SFR/D,4745,Sequoia PL  ,OCE,"2/2,0,0,0",1986/ASR,32,"375,000 ",Oceanside ,4745 Sequoia PL   Oceanside ,33.2430961,-117.297898
2829,"$350,000 ",CONDO/A,855 N,Lemon ST   #10,ORG,"2/2,0,0,0",1980/EST,38,"350,000 ",Orange ,855 N Lemon ST   #10 Orange ,33.8017039,-117.8549391
2830,"$335,000 ",TWNHS/A,12351,Osborne ST   #4,PAC,"2/2,0,0,0",1979/ASR,39,"335,000 ",Pacoima ,12351 Osborne ST   #4 Pacoima ,34.2624171,-118.4028394
2831,"$489,000 ",SFR/A,12747,Montford ST  ,PAC,"3/2,0,0,0",1957/ASR,61,"489,000 ",Pacoima ,12747 Montford ST   Pacoima ,34.2830108,-118.4109477
2832,"$260,000 ",SFR/D,8380,Chateau RD  ,PHEL,"2/2,0,0,0",2007/ASR,11,"260,000 ",Phelan ,8380 Chateau RD   Phelan ,34.40217580000001,-117.486401
2833,"$513,000 ",CONDO,3740,SANTA ROSALIA DR   #208,LA,"2/2,0,0,0",2007,11,"513,000 ",Los Angeles (City) ,3740 SANTA ROSALIA DR   #208 Los Angeles (City) ,34.0075312,-118.3393597
2834,"$225,000 ",SFR/D,38132,15th ST  E,PDL,"2/1,0,0,0",1948/ASR,70,"225,000 ",Palmdale ,38132 15th ST  E Palmdale ,34.5751707,-118.101912
2835,"$287,000 ",SFR/D,37530,Onyx DR  ,PDL,"4/2,0,0,0",1987/ASR,31,"287,000 ",Palmdale ,37530 Onyx DR   Palmdale ,34.5637134,-118.1029636
2836,"$392,500 ",SFR/D,1664,Suffolk CT  ,PDL,"5/3,0,0,0",1987/ASR,31,"392,500 ",Palmdale ,1664 Suffolk CT   Palmdale ,34.6036045,-118.1608841
2837,"$990,000 ",SFR/D,2111,Historic Decatur Road   ,SD,"3/3,0,0,0",2004,14,"990,000 ",San Diego (City) ,2111 Historic Decatur Road    San Diego (City) ,32.731849,-117.2187032
2838,"$415,000 ",SFR/D,1250,Niblick RD  ,PSOR,"3/2,0,0,0",1970/PUB,48,"415,000 ",,1250 Niblick RD   ,35.6154439,-120.660467
2839,"$575,950 ",SFR/D,820,Saint Andrews CIR  ,PSOR,"3/2,0,0,0",1998/ASR,20,"575,950 ",,820 Saint Andrews CIR   ,35.6040039,-120.6676442
2840,"$390,000 ",CONDO/A,48,Via Cordoba   ,RSM,"2/1,0,0,0",1994/ASR,24,"390,000 ",,48 Via Cordoba    ,33.64045100000001,-117.5884472
2841,"$610,000 ",TWNHS/A,28,Cuervo   ,RSM,"3/2,1,0,0",1990/ASR,28,"610,000 ",,28 Cuervo    ,33.6202869,-117.6188415
2842,"$1,050,000 ",SFR/D,12120,Ragweed ST  ,RAP,"4/3,0,0,0",1991/ASR,27,"1,050,000 ",,12120 Ragweed ST   ,32.9408079,-117.145566
2843,"$370,000 ",SFR/D,8160,Wilbur AVE  ,RES,"3/1,0,0,0",1946/ASR,72,"370,000 ",Reseda ,8160 Wilbur AVE   Reseda ,34.2191378,-118.544448
2844,"$750,000 ",SFR/D,6725,Yolanda AVE  ,RES,"5/3,1,0,0",2001/ASR,17,"750,000 ",Reseda ,6725 Yolanda AVE   Reseda ,34.1926868,-118.5407158
2845,"$473,000 ",SFR/D,1210 S,Dwight AVE  ,CMP,"3/2,0,0,0",1948/PUB,70,"473,000 ",Compton ,1210 S Dwight AVE   Compton ,33.8844194,-118.2405115
2846,"$295,000 ",CONDO/A,1062,Calle Del Cerro    #1227,SC,"1/1,0,0,0",1986/ASR,32,"295,000 ",San Clemente ,1062 Calle Del Cerro    #1227 San Clemente ,33.4465976,-117.598556
2847,"$525,000 ",CONDO/A,22382,Caminito Arroyo Seco    #64,LAGH,"3/2,0,0,0",1981/ASR,37,"525,000 ",Laguna Hills ,22382 Caminito Arroyo Seco    #64 Laguna Hills ,33.6255037,-117.741462
2848,"$405,000 ",SFR/D,6349,Amber Lake   ,SAC,"3/2,0,0,0",1957,61,"405,000 ",San Carlos ,6349 Amber Lake    San Carlos ,32.7947153,-117.0158002
2849,"$511,000 ",SFR/A,1220,Anna LN  ,SAM,"3/2,0,0,0",1988/ASR,30,"511,000 ",San Marcos ,1220 Anna LN   San Marcos ,33.1585616,-117.1303128
2850,"$275,000 ",SFR/D,608,Pine LN  ,SGLF,"2/1,0,0,0",1986/PUB,32,"275,000 ",Sugar Loaf ,608 Pine LN   Sugar Loaf ,34.2412168,-116.8230435
2851,"$370,000 ",CONDO/A,1750,Prefumo Canyon RD   #55,SLO,"2/1,0,1,0",1973/PUB,45,"370,000 ",,1750 Prefumo Canyon RD   #55 ,35.2617451,-120.7023133
2852,"$1,300,000 ",SFR/D,200,Kentucky ST  ,SLO,"4/2,0,0,0",1957/ASR,61,"1,300,000 ",,200 Kentucky ST   ,35.2954427,-120.6590628
2853,"$1,023,000 ",SFR/D,4177,KNOBHILL DR  ,SO,"3/2,0,0,0",1950/ASR,68,"1,023,000 ",Sherman Oaks ,4177 KNOBHILL DR   Sherman Oaks ,34.1456636,-118.4491896
2854,"$1,405,000 ",SFR/D,3545,CODY RD  ,SO,"3/2,0,1,0",1959/ASR,59,"1,405,000 ",Sherman Oaks ,3545 CODY RD   Sherman Oaks ,34.134797,-118.4634949
2855,"$1,649,000 ",SFR/D,4943,Varna AVE  ,SO,"4/3,0,1,0",2016/SEE,2,"1,649,000 ",Sherman Oaks ,4943 Varna AVE   Sherman Oaks ,34.1606259,-118.4249585
2856,"$427,000 ",SFR/D,953,Entrada DR  ,SOLE,"5/2,0,1,0",2005,13,"427,000 ",,953 Entrada DR   ,36.4426126,-121.3184638
2857,"$1,200,000 ",SFR/D,4222 1/2,Gentry AVE  ,STUD,"4/1,1,1,0",2018/BLD,0,"1,200,000 ",Studio City ,4222 1/2 Gentry AVE   Studio City ,34.1482206,-118.3930813
2858,"$540,000 ",SFR/D,968,Ashford ST  ,SIM,"3/2,0,0,0",1976/SEE,42,"540,000 ",Simi Valley ,968 Ashford ST   Simi Valley ,34.2559189,-118.7479047
2859,"$380,000 ",CONDO/A,6524,Stoney View LN   #7,SIM,"2/1,0,1,0",1987/SEE,31,"380,000 ",Simi Valley ,6524 Stoney View LN   #7 Simi Valley ,34.2655475,-118.6628779
2860,"$1,275,000 ",SFR/D,152 W,Avenida Ramona   ,SC,"2/2,0,0,0",2006/ASR,12,"1,275,000 ",San Clemente ,152 W Avenida Ramona    San Clemente ,33.4138852,-117.6051369
2861,"$486,000 ",SFR/D,14653,Tundra DR  ,SYL,"4/3,0,0,0",2001/ASR,17,"486,000 ",Sylmar ,14653 Tundra DR   Sylmar ,34.2942965,-118.4513321
2862,"$447,500 ",SFR/D,2519,Palm PL  ,HNPK,"3/1,0,0,0",1929/ASR,89,"447,500 ",Huntington Park ,2519 Palm PL   Huntington Park ,33.9645967,-118.2271923
2863,"$745,000 ",SFR/D,2368,La Granada DR  ,TO,"4/3,0,0,0",1961/SLR,57,"745,000 ",Thousand Oaks ,2368 La Granada DR   Thousand Oaks ,34.1893406,-118.8380484
2864,"$656,500 ",SFR/D,110,June CT  ,TO,"3/2,0,0,0",1978/ASR,40,"656,500 ",Thousand Oaks ,110 June CT   Thousand Oaks ,34.199219,-118.8774979
2865,"$870,000 ",TWNHS/A,121,Roadrunner   ,IR,"2/2,0,0,0",2004/EST,14,"870,000 ",Irvine ,121 Roadrunner    Irvine ,33.6257537,-117.8281241
2866,"$2,425,000 ",SFR/D,10446,WHIPPLE ST  ,TUL,"3/4,0,0,0",1935/ASR,83,"2,425,000 ",Toluca Lake ,10446 WHIPPLE ST   Toluca Lake ,34.1476852,-118.358773
2867,"$892,500 ",SFR/D,2849,Sailor AVE  ,VENT,"3/2,0,0,0",1965/ASR,53,"892,500 ",Ventura ,2849 Sailor AVE   Ventura ,34.2576391,-119.2652416
2868,"$950,000 ",SFR/D,1079,Brockton LN  ,VENT,"2/1,0,0,0",1955/ASR,63,"950,000 ",Ventura ,1079 Brockton LN   Ventura ,34.2661203,-119.276544
2869,"$436,000 ",CONDO/A,1153,Mooring WALK  ,OXN,"3/2,0,1,0",1993/SLR,25,"436,000 ",Oxnard ,1153 Mooring WALK   Oxnard ,34.193862,-119.191824
2870,"$775,000 ",SFR/D,3617,Dry Creek LN  ,OXN,"3/2,0,1,0",2003/ASR,15,"775,000 ",Oxnard ,3617 Dry Creek LN   Oxnard ,34.2225434,-119.216686
2871,"$403,000 ",SFR/D,2300,L ST  ,OXN,"4/0,2,0,0",1960/ASR,58,"403,000 ",Oxnard ,2300 L ST   Oxnard ,34.1780347,-119.1886895
2872,"$579,000 ",SFR/D,930,Escalon DR  ,OXN,"3/2,0,0,0",1983/ASR,35,"579,000 ",Oxnard ,930 Escalon DR   Oxnard ,34.1917339,-119.199589
2873,"$570,000 ",SFR/D,2415,Kimberly AVE  ,CAM,"4/3,0,0,0",1979/ASR,39,"570,000 ",Camarillo ,2415 Kimberly AVE   Camarillo ,34.2343982,-119.0374689
2874,"$576,300 ",SFR/D,1692,Burnley ST  ,CAM,"3/2,0,0,0",1969/ASR,49,"576,300 ",Camarillo ,1692 Burnley ST   Camarillo ,34.2252055,-119.0487429
2875,"$750,000 ",SFR/D,408,Anacapa DR  ,CAM,"3/3,0,0,0",1964/SEE,54,"750,000 ",Camarillo ,408 Anacapa DR   Camarillo ,34.2409632,-119.0448335
2876,"$432,000 ",CONDO/A,1218,Mission Verde DR  ,CAM,"2/2,0,0,0",1982/ASR,36,"432,000 ",Camarillo ,1218 Mission Verde DR   Camarillo ,34.230365,-118.996149
2877,"$705,000 ",SFR/D,6629,CANTALOUPE AVE  ,VNS,"4/3,0,0,0",1950,68,"705,000 ",,6629 CANTALOUPE AVE   ,34.191214,-118.434849
2878,"$155,000 ",SFR/D,16142,Pamela ST  ,VTVL,"4/2,0,0,0",1957/APP,61,"155,000 ",Victor Valley ,16142 Pamela ST   Victor Valley ,34.5305984,-117.311949
2879,"$225,000 ",SFR/D,13653,2nd AVE  ,VTVL,"3/2,0,0,0",2003/ASR,15,"225,000 ",Victor Valley ,13653 2nd AVE   Victor Valley ,34.4990507,-117.3017553
2880,"$500,000 ",SFR/D,7029,Calhoun AVE  ,VNS,"2/1,0,0,0",1948/ASR,70,"500,000 ",,7029 Calhoun AVE   ,34.1984301,-118.4424363
2881,"$577,500 ",SFR/D,15050,KITTRIDGE ST  ,VNS,"4/1,0,1,0",1955,63,"577,500 ",,15050 KITTRIDGE ST   ,34.190086,-118.461419
2882,"$755,000 ",SFR/D,1234,Lupine Hills Dr   ,VST,"4/2,0,1,0",1984/ASR,34,"755,000 ",Vista ,1234 Lupine Hills Dr    Vista ,33.1718925,-117.2340133
2883,"$485,000 ",TWNHS/A,22525,Sherman WAY   #304,WEH,"3/3,0,0,0",1981/ASR,37,"485,000 ",West Hills ,22525 Sherman WAY   #304 West Hills ,34.2014467,-118.6177477
2884,"$795,000 ",SFR/D,23661,Arminta ST  ,WEH,"4/3,0,0,0",1984/ASR,34,"795,000 ",West Hills ,23661 Arminta ST   West Hills ,34.2134982,-118.6429555
2885,"$465,000 ",TWNHS/A,22865,Del Valle ST   #13,WHLL,"2/3,0,0,0",1982/ASR,36,"465,000 ",Woodland Hills ,22865 Del Valle ST   #13 Woodland Hills ,34.1645757,-118.6254978
2886,"$800,000 ",SFR/D,5163,Comercio AVE  ,WHLL,"3/1,1,0,0",1953/ASR,65,"800,000 ",Woodland Hills ,5163 Comercio AVE   Woodland Hills ,34.1634298,-118.5965072
2887,"$610,000 ",SFR/D,8370,Limerick AVE  ,WIN,"4/2,0,0,0",1955/ASR,63,"610,000 ",Winnetka ,8370 Limerick AVE   Winnetka ,34.2221861,-118.5828528
2888,"$810,000 ",CONDO,1827 S,BARRINGTON AVE   #207,LA,"3/2,0,0,0",1974,44,"810,000 ",Los Angeles (City) ,1827 S BARRINGTON AVE   #207 Los Angeles (City) ,34.0391845,-118.45256
2889,"$1,641,192 ",SFR/D,2800,Barry AVE  ,LA,"4/3,0,0,0",1949/ASR,69,"1,641,192 ",Los Angeles (City) ,2800 Barry AVE   Los Angeles (City) ,34.02458590000001,-118.4386488
2890,"$1,975,000 ",SFR/D,11931,Tennessee PL  ,LA,"4/4,0,0,0",2018/BLD,0,"1,975,000 ",Los Angeles (City) ,11931 Tennessee PL   Los Angeles (City) ,34.0303904,-118.4508859
2891,"$1,199,000 ",SFR/D,2205,Highgate RD  ,WLV,"5/3,0,0,0",1970/ASR,48,"1,199,000 ",Westlake Village ,2205 Highgate RD   Westlake Village ,34.1401974,-118.8376047
2892,"$230,500 ",SFR/D,2230,MILANO CT  ,DELA,"4/2,0,0,0",2003,15,"230,500 ",,2230 MILANO CT   ,35.7881595,-119.2214251
2893,"$325,000 ",SFR/D,758,Cheshire CT  ,MTCA,"3/2,0,0,0",1985,33,"325,000 ",,758 Cheshire CT   ,37.8245018,-121.2280981
